nb	nn

Videre hadde lagmannsrettens flertall korrekt lagt til grunn at det forelå grov uaktsomhet i skadeserstatningsloven § 3-5s forstand, slik at vilkårene for å tilkjenne oppreisning etter denne bestemmelsen, sammenholdt med § 1-1, var oppfylt.	Vidare hadde fleirtalet i lagmannsretten korrekt lagt til grunn at det låg føre grov aktløyse ifølge skadeerstatningslova § 3-5, slik at vilkåra for å tilkjenne oppreisning etter denne føresegna, saman med § 1-1, var oppfylte.	2
Opplysninger om domfeltes adferd i varetektsperioden ga ikke et entydig bilde av en positiv utvikling som kunne vektlegges i noen større grad ved vurderingen av om vilkårene for forvaringsstraff var oppfylt.	Opplysningar om åtferda til den domfelte i varetektsperioden gav ikkje eit eintydig bilete av ei positiv utvikling som kunne vektleggast i nokon større grad ved vurderinga av om vilkåra for forvaringsstraff var oppfylte.	2
Stemmeseddelen skal imidlertid godkjennes dersom lovens vilkår i § 10-3 er oppfylt.	Røystesetelen skal likevel godkjennast dersom vilkåra i § 10-3 i lova er oppfylte.	2
Fylkesmannen retter særlig oppmerksomhet mot skoler og skoleeiere der det er grunn til å tro at elevenes rettigheter ikke er oppfylt.	Fylkesmannen rettar særleg merksemd mot skular og skuleeigarar der det er grunn til å tru at rettane til elevane ikkje er oppfylte.	2
Hvorvidt barnets motstand er reell, bør avgjøres ut fra de konsekvenser motstanden kan få for barnet senere, og hva som ut fra dette vil være til barnets beste.	Kor vidt motstanden er reell, bør avgjerast ut frå dei konsekvensane motstanden kan få for barnet seinare, og kva som ut frå dette vil vere til barnets beste.	2
Lageret vil kunne supplere helsetjenesten med smittevernutstyr dersom det oppstår behov for dette, men kommer ikke til erstatning for kommunenes og sykehusenes eget ansvar for å sørge for tilstrekkelig smittevernutstyr i egen tjeneste.	Lageret vil kunne supplere helsetenesten med smittevernutstyr dersom det oppstår behov for dette, men det skal ikkje erstatte kommunane og sjukehusa sitt eige ansvar for å sørgje for tilstrekkeleg smittevernutstyr i eiga teneste.	2
I henhold til lagmannsrettens dom var samværet mellom far og barn fire ganger i året med fire timer hver gang for de to eldste og tre timer for de to yngste.	I samsvar med dommen i lagmannsretten var samværet mellom far og barn fire timar fire gonger i året for dei to eldste og tre timar fire gonger i året for dei to yngste.	2
Vi vet hvilken kompetanse vi trenger for å løse dagens og fremtidens oppgaver, og sørger for systematisk kompetanseutvikling i tråd med dette.	Vi veit kva kompetanse vi treng for å løyse oppgåvene i dag og i framtida, og sørger for systematisk kompetanseutvikling i tråd med dette.	2
Inntekten din kan være studielån, stipend, egne penger på konto i en norsk bank eller på studiestedets depositumkonto eller en kombinasjon av dette.	Inntekta di kan vere studielån, stipend, eigne pengar på konto i ein norsk bank eller på depositumkontoen til studiestaden eller ein kombinasjon av dette.	2
Helse Midt-Norge RHF skal påse at aktuelle retningslinjer, lovgivning og gjeldende avtaler er godt kjent og etterleves av alt personell i helseforetakene slik at det ikke kan reises spørsmål ved de ansattes integritet, habilitet og uavhengighet.	Helse Vest RHF skal sjå til at aktuelle retningslinjer, lovgiving og gjeldande avtaler, er godt kjent og blir etterlevd av alt personell i helseføretaka slik at det ikkje kan reisast spørsmål ved integritet, habilitet og uavhengigheit for dei tilsette.	2
Norge skal være pådriver for gjennomføring av Sikkerhetsrådets resolusjoner om beskyttelse av sivile, barn og kvinner i væpnet konflikt og ansvaret for å beskytte.	Noreg skal vere ein pådrivar for gjennomføring av tryggingsrådsresolusjonane om vern av sivile, barn og kvinner i væpna konflikt og ansvaret for å beskytte.	2
Høyesterett uttalte at snøkrabben er en sedentær art i havrettskonvensjonens forstand, som kyststaten Norge etter folkeretten har eksklusiv rett til å utnytte.	Høgsterett uttalte at snøkrabben ifølge havrettskonvensjonen er ein sedentær art, som kyststaten Noreg etter folkeretten har eksklusiv rett til å utnytte.	2
Den største faren med dette, er at foretaket/selskapet hele tiden vil bli møtt med påstander om kryssubsidiering og EØ;S-avtalens regler om offentlig støtte.	Den største faren med dette, er at føretaket/selskapet heile tida vil bli møtt med påstandar om kryssubsidiering og EØ;S-avtalen sine reglar om offentleg støtte.	2
(4) Daglig leder skal sørge for at foretakets regnskap er i samsvar med lov og forskrifter, og at formuesforvaltningen er ordnet på en betryggende måte.	(4) Dagleg leiar skal syte for at rekneskapen for laget er i samsvar med lov og forskrifter, og at formueforvaltninga er ordna på fullgod måte.	2
Når det gjelder samhandling, angis dette ved at medlemmenes økonomiske interesser må fremmes gjennom deres deltakelse i virksomheten som avtakere, leverandører eller på annen lignende måte.	Når det gjeld samhandling, vert dette vist ved at medlemmane sine økonomiske interesser må fremjast gjennom deltakinga deira i verksemda som avtakarar, leverandørar eller på annan liknande måte.	2
i foretakets virksomhet enten som forbrukere, leverandører eller på annen lignende måte.	i verksemda til føretaket som forbrukarar, leverandørar eller på annan liknande måte.	2
Budsjettet må reflektere organisasjonens faktiske behov og sette den i stand til å utføre sitt arbeid på en effektiv måte.	Budsjettet må reflektere det som organisasjonen faktisk treng, og setje han i stand til å utføre arbeidet sitt på ein effektiv måte.	2
I lys av alvoret og karakteren av den straffbare handlingen var forholdene på domfeltes side ikke tilstrekkelig tungtveiende til å gjøre hele eller deler av straffen betinget.	I lys av alvoret og karakteren av den straffbare handlinga var forholda på den domfelte si side ikkje tungtvegande nok til å gjere heile eller delar av straffa til vilkårsstraff.	2
Regjeringen vil fortsatt støtte OSSEs arbeid for å hindre spredning av håndvåpen og bidra til destruksjon av ammunisjon og rakettdrivstoff.	Regjeringa vil støtte arbeidet OSSE gjer vidare for å hindre spreiing av handvåpen og bidra til destruksjon av ammunisjon og rakettdrivstoff.	2
Regjeringen vil fortsatt støtte OSSEs arbeid for å hindre spredning av håndvåpen og bidra til destruksjon av ammunisjon og rakettdrivstoff.	Regjeringa vil framleis stø OSSE sitt arbeid for å hindre spreiing av handvåpen og medverke til destruksjon av ammunisjon og rakettdrivstoff.	2
Etter forskrift til mineralloven § 2-1 tredje ledd skal den økonomiske sikkerheten være tilstrekkelig til å dekke tiltakshavers sikrings- og oppryddingsplikt. DMF finner etter en konkret vurdering av tiltaket at Tiltakshaver skal pålegges å stille finansiel sikkerhet med NOK 320 000 for oppfyllelsen av nødvendige sikrings- og oppryddingstiltak etter mineral oven §§ 49 og 50, jf.	Etter forskrift til minerallova § 2-1 tredje ledd skal den økonomiske sikkerheita vere tilstrekkeleg til å dekkje Tiltakshavaren si sikrings- og oppryddingsplikt.Etter ei konkret vurdering av tiltaket finn DMF at Tiltakshavaren skal påleggjast å stille finansiel sikkerheit på NOK 320 000 for å sikre at nødvendige sikrings- og oppryddingstiltak blir gjennomførte etter mineral ova §§ 49 og 50, jf.	2
Embetsmannen eller den statsansatte skal også gis opplysninger om retten til innsyn i sakens dokumenter etter forvaltningsloven § 18 jf.	Embetsmannen eller den statstilsette skal òg få opplysningar om retten til innsyn i saksdokumenta etter forvaltningslova § 18, jf.	2
For andre embetsmenn og statsansatte er karantenelovens hovedregel at ileggelse av karantene og saksforbud forutsetter at det er inntatt en klausul om dette i arbeidskontrakten i forbindelse med utnevnelsen eller tilsettingen, jf.	For andre embetsmenn og statstilsette er hovudregelen i karantenelova at pålegging av karantene og saksforbod føreset at det er teke inn ein klausul om dette i arbeidskontrakten i samband med utnemninga eller tilsetjinga, jf.	2
januar 2013 gjelder alle sammenslutninger som er omfattet av lovens virkeområde uavhengig av stiftelses­tidspunkt, jf.	januar 2013 gjeld alle samanslutningar som er omfatta av verkeområdet til lova uavhengig av tidspunktet for skipinga, jf.	2
vedlegg 1, og med fratrekk av inntektene fra Svalbard som går inn på de øvrige departementers budsjetter, jf.	vedlegg 1, og med fråtrekk av inntektene frå Svalbard som går inn på budsjetta til de andre departementa, jf.	2
480 med tillegg av utgiftene til Svalbard som bevilges over de øvrige departementers budsjetter, jf.	480, med tillegg av utgiftene til Svalbard som blir dekte over budsjetta til dei andre departementa, jf.	2
Det følger av Medietilsynets samfunnsoppdrag at tilsynet skal bidra til å oppfylle statens overordnede mediepolitiske mål om ytringsfrihet og demokrati gjennom en åpen og opplyst offentlig samtale, jf.	Det følger av samfunnsoppdraget for Medietilsynet at tilsynet skal medverke til å oppfylle dei overordna mediepolitiske måla om ytringsfridom og demokrati gjennom ein open og opplyst offentleg samtale, jf.	2
Høyesterett kom til at det ikke var vesentlige mangler ved tingrettens avgjørelser eller saksbehandling som gjorde at lagmannsretten skulle ha behandlet ankene, jf.	Høgsterett kom til at det ikkje var vesentlege manglar ved avgjerdene i tingretten eller saksbehandlinga som tilsa at lagmannsretten skulle ha behandla ankane, jf.	2
Det er likevel et voksende gap mellom forventningene og kravene som stilles til kommunene på planområdet og kommunenes kapasitet og kompetanse, jf.	Det er likevel eit veksande gap mellom forventningane og krava som blir stilte til kommunane på planområdet, og kapasiteten og kompetansen i kommunane, jf.	2
Midlene skal målrettes arbeidsrettet rehabilitering i spesialisthelsetjenesten og bidra til å understøtte opptrappingsplan for habilitering og rehabilitering, helhetlige og koordinerte rehabiliteringsforløp, tiltak der samarbeid med kommunene er en integrert del av virksomheten og styrking av spesialisthelsetjenestens veiledning overfor kommunene, jf.	Midlane skal målrettast mot arbeidsretta rehabilitering i spesialisthelsetenesta og bidra til å understøtte opptrappingsplanen for habilitering og rehabilitering, heilskaplege og koordinerte rehabiliteringsforløp, tiltak der samarbeid med kommunane er ein integrert del av verksemda og styrking av spesialisthelsetenesta si rettleiing til kommunane, jf.	2
Videre skal kommunen i arbeidet med kommuneplanens samfunnsdel gi retningslinjer for hvordan kommunes egne strategier og mål skal gjennomføres ved medvirkning fra offentlige organer og private jf.	Vidare skal kommunen i arbeidet med samfunnsdelen av kommuneplanen gi retningslinjer for korleis kommunen sine eigne strategiar og mål skal gjennomførast ved medverknad frå offentlege organ og private, jf.	2
Svakhetene ved tingrettens dom innebar tvil om retten til familieliv i EMK artikkel 8 ville ivaretas dersom dommen ble stående, og lagmannsretten skulle derfor ha gitt samtykke til ankebehandling, jf.	Svakheitene ved tingrettsdommen innebar tvil om retten til familieliv i EMK artikkel 8 ville bli teken vare på dersom dommen blei ståande, og lagmannsretten skulle derfor ha gitt samtykke til ankebehandling, jf.	2
Kommunene kan uavhengig av arealformål vedta bestemmelser til kommuneplanens arealdel om byggegrenser, utbyggingsvolum, funksjonskrav, herunder om universell utforming jf.	Kommunane kan uavhengig av arealformål vedta føresegner til arealdelen i kommuneplanen om byggjegrenser, utbyggingsvolum, funksjonskrav, irekna om universell utforming, jf.	2
Helsepersonell som skal yte helse- og omsorgstjenester til personer med utviklingshemming, skal fremlegge politiattest som viser om vedkommende er siktet, tiltalt, ilagt forelegg eller er dømt for brudd på overtredelse av straffelovens bestemmelser om seksualforbrytelser, jf.	Helsepersonell som skal yte helse- og omsorgstenester til personar med utviklingshemming, skal leggje fram politiattest som viser om vedkommande er sikta, tiltalt, gitt førelegg eller dømd for brot på føresegner i straffelova om seksualbrotsverk, jf.	2
I kommunelovens § 5-12 pålegges kommunen å etablere ungdomsråd eller et annen medvirkningsorgan for ungdom jf.	I kommuneloven § 5-12 er kommunen pålagd å etablere ungdomsråd eller eit anna medvirkningsorgan for ungdom, jf.	2
Høyesterett slo fast at et konkursbo ikke på ulovfestet grunnlag kan gjøre selskapets krav etter aksjeloven § 3-8 tredje ledd andre punktum, jf.	Høgsterett slo fast at eit konkursbu ikkje på ulovfesta grunnlag kan gjere krav på vegner av selskapet etter aksjelova § 3-8 tredje ledd andre punktum, jf.	2
Den skal legges til grunn for kommunens virksomhet, og for statens og regionale myndigheters virksomhet i kommunen jf.	Samfunnsdelen av kommuneplanen skal leggjast til grunn for verksemda i kommunen og for statens og regionale styresmakters verksemd i kommunen, jf.	2
I overensstemmelse med OECDs mønster fastsetter artikkelens punkt 1 at inntekt ved utøvelse av fritt yrke bare skal kunne skattlegges i den stat hvor yrkesutøveren er bosatt, med mindre vedkommende vanligvis råder over et fast sted (kontor eller lignende) for virksomheten i den annen kontraherende stat, jf.	I samsvar med OECDs tidlegare mønster fastset artikkelen i punkt 1 at inntekt ved utøving av fritt yrke berre skal kunne skattleggjast i den staten der yrkesutøvaren er busett, med mindre vedkomande vanlegvis rår over ein fast stad (kontor eller liknande) for verksemda i den andre kontraherande staten, jf.	2
I den grad det i kommuneplanens arealdel gis bestemmelser om universell utforming for reguleringsplaner jf.	I den grad det i arealdelen i kommuneplanen blir gitt føresegner om universell utforming for reguleringsplanar, jf.	2
Der det foreligger en konkret forbindelse mellom politikerens tidligere ansvarsområder, arbeidsoppgaver i den politiske stillingen eller bestemte saker som var til behandling i departementet i politikerens funksjonstid, og interessene til den virksomheten politikeren blir tilknyttet eller etablerer, jf.	Der det ligg føre eit konkret samband mellom dei tidlegare ansvarsområda og arbeidsoppgåvene politikaren hadde i den politiske stillinga eller bestemte saker som var til behandling i departementet i funksjonstida til politikaren, og interessene til den verksemda politikaren vert knytt til eller etablerer, jf.	2
I selve drøftelsen av klagen viser Enhetsregisteret til at dersom en sammenslutning tilfredsstiller lovens krav, er den pliktig til å registrere seg i henhold til samvirkeloven og bruke foretaksbetegnelsen ”samvirkeforetak” eller ”SA” i foretaksnavnet, jf.	I sjølve drøftinga av klagen skriv Einingsregisteret at om ei samanslutning oppfyller krava etter lova, er ho pliktig til å registrere seg i samsvar med samvirkelova, og nytte føretaksnemninga ”samvirkeforetak” eller ”SA” i føretaksnamnet, jf.	2
Arbeidet med å utforme og samordne regjeringens økonomiske politikk er en av Finansdepartementets hovedoppgaver, jf.	Arbeidet med å utforme og samordne den økonomiske politikken til regjeringa er ei av hovudoppgåvene til Finansdepartementet, jf.	2
Arbeidet med å utforme og samordne Regjeringens økonomiske politikk er en av Finansdepartementets hovedoppgaver.	Arbeidet med å utforme og samordne den økonomiske politikken til regjeringa er ei av hovudoppgåvene til Finansdepartementet, jf.	2
Høyesterett kom til at det ikke var grunnlag for skjevdeling av verdien av en ektefelles aksjer i en selskapsstruktur der vedkommende var største eier og ansatt, jf.	Høgsterett kom til at det ikkje var grunnlag for skeivdeling av verdien av aksjane til ein ektefelle i ein selskapsstruktur der vedkommande var største eigar og tilsett, jf.	2
Saken gjelder gyldigheten av Trygderettens kjennelse om tilbakekreving av for mye utbetalt uførepensjon fra Statens pensjonskasse på grunn av manglende samordning med uførepensjon etter folketrygdloven etterbetalt av Nav, jf.	Saka gjeld gyldigheita av ein orskurd i Trygderetten om tilbakekrevjing av for mykje utbetalt uførepensjon frå Statens pensjonskasse på grunn av manglande samordning med uførepensjon etter folketrygdlova etterbetalt av Nav, jf.	2
