Hvis leier oppdager mangler etter avtaleinngåelsen er det normalt ikke et kontraktsbrudd med mindre utleier har gitt feil eller manglende opplysninger eller dersom boligen er i vesentlig dårligere stand enn det leier med rimelighet hadde grunn til å forvente ut fra leiesummens størrelse og andre forhold.	Viss leigetakaren oppdagar manglar etter avtaleinngåinga er det normalt ikkje eit kontraktsbrot med mindre utleigar har gitt feil eller manglande opplysingar eller dersom bustaden er i vesentleg dårlegare stand enn det leigetakar hadde rimeleg grunn til å forvente ut frå leigesummen og andre forhold.	2
her har Servicekontoret i planen for 2014-2017 satt seg mål knyttet til tilgjengelighet på telefon, plassering i Forbrukerrådets tester av kommunal service og kvalitetsvurdering av nettside, Difis kriterier, mens byggesaksavdelingen har mål knyttet til saksbehandlingstid og klagesaker som får medhold av overordnet myndighet (Hamar)	har Servicekontoret i planen for 2014-2017 sett seg mål knytt til tilgjenge på telefon, plassering i Forbrukarrådet sine testar av kommunal service og kvalitetsvurdering av nettside, Difi sine kriterium, med byggjesaksavdelinga har mål knytt til saksbehandlingstid og klagesaker som får medhald av overordna styresmakt (Hamar)	2
Det er dagens administrative inndeling i kommune og fylke som vises.	Det er dagens administrative inndeling i kommune og fylke som blir vist.	1
I løpet av denne perioden kan alle reisende som kom inn i landet unngå karantene ved å teste negativt to ganger med minst tre dagers mellomrom.	I løpet av denne perioden kan alle reisande som kjem inn i landet unngå karantene ved å teste negativt to gonger med testing med minst tre dagars mellomrom.	1
Det kan også bli aktuelt å sammenstille opplysninger fra folke-helseundersøkelsen i Vestfold og Telemark med andre helseundersøkelser, som for eksempel Dennorske mor, far og barn-undersøkelsen.	Det kan også bli aktuelt å stille opplysingar frå folkehelseundersø-kinga i Vestfold og Telemark med andre helseundersøkingar, som til dømes Den norske mor, far ogbarn-undersøkinga.	1
august var det rapportert om få covid-19 tilfeller i kommunen.	august var det få rapporterte covid-19 tilfelle i kommunen.	1
/.Her finner du også kontaktinformasjon til behandlingsansvarlig, forskningsansvarlig og folkehelseinsti-tuttets personvernombud.	Herfinn du også kontaktinformasjon til behandlingsansvarleg, forskingsansvarleg og Folkehelseinstituttetsitt personvernombod.	2
Å; lære elevene strategier for problemløsning, samarbeid og kommunikasjon kan styrke barn og unges selvoppfatning, øke sjansene for at de opplever mestring, og bedre muligheten for læring, i tillegg til å forebygge angst og depresjon.	Å; lære elevane strategiar for problemløysing, samarbeid og kommunikasjon kan styrke barn og unge si sjølvoppfatning, auke sjansane for at dei opplever meistring og betre moglegheita for læring, i tillegg til å førebygge angst og depresjon.	2
Snakk med din jordmor, lege eller sjekk kommunens nettsider for	Snakk med jordmora di, lege eller sjekk nettsidene til kommunen	2
Kommunen trenger anslag over målgruppenes omfang for å planlegge vaksinering (antall vaksinasjonssteder, størrelse på lokaler, antall vaksinatører osv.):	Kommunen treng anslag over omfanget av målgruppene for å planleggje vaksinering (talet på vaksinasjonsstader, storleik på lokale, talet på vaksinatørar osv.):	2
- I forbindelse med pandemivaksinasjon mot covid-19 bestiller og distribuerer Helsedirektoratet det utstyret som trengs for å gjennomføre vaksinasjon i kommunen.	- I samband med pandemivaksinasjon mot covid-19 bestiller og distribuerer Helsedirektoratet det utstyret som trengst for å gjennomføre vaksinasjon i kommunen.	1
